name,environment,unique,alt_sort,short_desc,long_desc,sources
Frog,"aquatic, coast, forest, swamp",,Frog,,,"Basic Rules v1: 21, Monster Manual: 322, Player's Handbook: 305, SRD 5.1: 372"
Frost Giant,"arctic, mountain, planar",,Giant Frost,,,"Basic Rules v1: 21, Monster Manual: 155, SRD 5.1: 313"
Frostveil,,,Frostveil,,,Tome of Beasts: 207
Gargoyle,"dungeon, urban",,Gargoyle,,,"Basic Rules v1: 21, HotDQ supplement: 9, Monster Manual: 140, SRD 5.1: 309"
Garroter Crab,,,Garroter Crab,,,Tome of Beasts: 208
Gbahali,,,Gbahali,,,Tome of Beasts: 209
Gearforged Templar,,,Gearforged Templar,,,Tome of Beasts: 210
Gelatinous Cube,dungeon,,Gelatinous Cube,,,"Monster Manual: 242, SRD 5.1: 337"
Gerridae,,,Gerridae,,,Tome of Beasts: 212
Ghast,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Ghoul Ghast,,,"Monster Manual: 148, Princes of the Apocalypse Online Supplement v1.0: 18, SRD 5.1: 311"
Ghost,"cave, dungeon, ruins, swamp, underground, urban",,Ghost,,,"Basic Rules v1: 22, Monster Manual: 147, SRD 5.1: 311"
Ghost Knight,,,Ghost Knight,,,Tome of Beasts: 423
Ghostwalk Spider,,,Spider Ghostwalk,,,Tome of Beasts: 361
Ghoul,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Ghoul,"**Ghouls** roam the night in packs, driven by an insatiable hunger for humanoid flesh. Like the maggots or carrion beetles, they thrive in places rank with decay and death.",,"Basic Rules v1: 22, Monster Manual: 148, SRD 5.1: 312"
Giant Ant,,,Ant Giant,,,Tome of Beasts: 23
Giant Ant Queen,,,Giant Ant Queen,,,Tome of Beasts: 23
Giant Ape,forest,,Ape Giant,,,"Basic Rules v1: 22, Monster Manual: 323, SRD 5.1: 373"
Giant Badger,"forest, grassland",,Badger Giant,,,"Basic Rules v1: 23, Monster Manual: 323, SRD 5.1: 373"
Giant Bat,"cave, dungeon, forest, ruins, swamp, underground",,Bat Giant,,,"Basic Rules v1: 23, Monster Manual: 323, SRD 5.1: 373"
Giant Boar,"forest, grassland",,Boar Giant,,,"Basic Rules v1: 23, Monster Manual: 323, SRD 5.1: 373"
Giant Centipede,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",,Centipede Giant,,,"Basic Rules v1: 23, HotDQ supplement: 9, Monster Manual: 323, SRD 5.1: 374"
Giant Constrictor Snake,"forest, grassland, swamp",,Snake Constrictor Giant,,,"Basic Rules v1: 24, Monster Manual: 324, SRD 5.1: 374"
Giant Crab,"aquatic, coast",,Crab Giant,,,"Basic Rules v1: 24, Monster Manual: 324, SRD 5.1: 374"
Giant Crocodile,"aquatic, coast, swamp",,Crocodile Giant,,,"Basic Rules v1: 24, Monster Manual: 324, SRD 5.1: 374"
Giant Eagle,"grassland, mountain",,Eagle Giant,,,"Basic Rules v1: 24, Monster Manual: 324, Player's Handbook: 306, SRD 5.1: 375"
Giant Elk,"forest, grassland",,Elk Giant,"The majestic **giant elk** is rare  to the point that its appearance is often taken as a foreshadowing of an important event, such as the birth of a king. Legends tell of gods that take the form of giant elk when visiting the Material Plane. Many cultures therefore believe that to hunt these creatures is to invite divine wrath.",,"Basic Rules v1: 25, Monster Manual: 325, SRD 5.1: 375"
Giant Fire Beetle,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",,Beetle Fire Giant,"A **giant fire beetle** is a nocturnal creature that takes its name from a pair of glowing glands that give off light. Miners and adventurers prize these creatures, for a giant fire beetle's glands continue to shed light for 1d6 days after the beetle dies. Giant fire beetles are most commonly found underground and in dark forests.",,"Basic Rules v1: 25, Monster Manual: 325, SRD 5.1: 375"
Giant Frog,"aquatic, coast, forest, swamp",,Frog Giant,,,"Basic Rules v1: 25, HotDQ supplement: 10, Monster Manual: 325, SRD 5.1: 376"
Giant Goat,"forest, grassland, mountain",,Goat Giant,,,"Basic Rules v1: 25, Monster Manual: 326, SRD 5.1: 376"
Giant Hyena,"coast, desert, forest, grassland",,Hyena Giant,,,"Basic Rules v1: 26, Monster Manual: 326, SRD 5.1: 376"
Giant Lizard,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",,Lizard Giant,,,"Basic Rules v1: 26, HotDQ supplement: 10, Monster Manual: 326, SRD 5.1: 377"
Giant Octopus,aquatic,,Octopus Giant,,,"Basic Rules v1: 26, Monster Manual: 326, SRD 5.1: 377"
Giant Owl,"forest, grassland, urban",,Owl Giant,,,"Basic Rules v1: 26, Monster Manual: 327, SRD 5.1: 377"
Giant Poisonous Snake,"forest, grassland, swamp",,Snake Poisonous Giant,,,"Basic Rules v1: 27, Monster Manual: 327, SRD 5.1: 378"
Giant Rat,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Rat Giant,,,"Basic Rules v1: 27, Monster Manual: 327, SRD 5.1: 378"
Giant Scorpion,"cave, coast, desert, dungeon, grassland, ruins, swamp, underground",,Scorpion Giant,,,"Basic Rules v1: 27, Monster Manual: 327, SRD 5.1: 378"
Giant Sea Horse,aquatic,,Seahorse Giant,"Like their smaler kin, **giant sea horses** are shy, colorful fish with elongated bodies and curled tails. Aquatic elves train them as mounts.",,"Basic Rules v1: 27, Monster Manual: 328, SRD 5.1: 378"
Giant Shark,aquatic,,Shark Giant,"A **giant shark** is 30 feet long and normally foiund in deep oceans. Utterly fearless, it preys on anything that crosses its path, includig whales and ships.",,"Basic Rules v1: 28, Monster Manual: 328, SRD 5.1: 379"
Giant Spider,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Spider Giant,"To snare its prey, a **giant spider** spins elaborate webs or shoots sticky strands of webbing from its abdomen. Giant spiders are most commonly found underground, making their lairs on ceilings or in dark, web-filled crevices. Such lairs are often festooned with web cocoons holding past victims.",,"Basic Rules v1: 28, HotDQ supplement: 10, Monster Manual: 328, Player's Handbook: 306, SRD 5.1: 379"
Giant Toad,"aquatic, coast, forest, swamp",,Toad Giant,,,"Basic Rules v1: 28, Monster Manual: 329, SRD 5.1: 380"
Giant Vulture,"desert, grassland, ruins",,Vulture Giant,"A **giant vulture** has advanced intelligence and a malevolent bent. unlike its smaller kin, it will attack a wounded creature to hasten its end. Giant vultures have been known to haunt a thirsty, starving creature for days to enjoy its suffering.",,"Basic Rules v1: 29, Monster Manual: 329, SRD 5.1: 380"
Giant Wasp,forest,,Wasp Giant,,,"Basic Rules v1: 29, Monster Manual: 329, SRD 5.1: 380"
Giant Weasel,"forest, grassland",,Weasel Giant,,,"Basic Rules v1: 29, Monster Manual: 329, SRD 5.1: 381"
Giant Wolf Spider,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Spider Wolf Giant,"Smaller than a giant spider, a **giant wolf spider** hunts prey across open ground or hides in a burrow or crevice, or in a hidden cavity beneath debris.",,"Basic Rules v1: 29, Monster Manual: 330, SRD 5.1: 381"
Gibbering Mouther,"cave, dungeon, planar, underground",,Gibbering Mouther,,,"Monster Manual: 157, SRD 5.1: 314"
Gilded Devil,,,Devil Gilded,,,Tome of Beasts: 106
Glabrezu,"dungeon, planar",,Demon Glabrezu,,,"Monster Manual: 58, SRD 5.1: 271"
Gladiator,urban,,Gladiator,"**Gladiators** battle for the entertainment of raucous crowds. Some gladiators are brutal pit fighters who treat each match as a life-or-death struggle, while others are professional duelists who command huge fees but rarely fight to the death.",,"Monster Manual: 346, SRD 5.1: 399"
Glass Gator,,,Glass Gator,,,Tome of Beasts: 228
Gnarljak,,,Gnarljak,,,Tome of Beasts: 229
Gnoll,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",,Gnoll,,,"Basic Rules v1: 30, Monster Manual: 163, SRD 5.1: 314"
Gnoll Havoc Runner,,,Gnoll Havoc Runner,,,Tome of Beasts: 230
Goat,"grassland, urban",,Goat,,,"Basic Rules v1: 30, Monster Manual: 330, SRD 5.1: 381"
Goat-Man,,,Goat-Man,,,Tome of Beasts: 231
Goblin,"cave, dungeon, forest, grassland, mountain, ruins, urban",,Goblin,"**Goblins** are black-hearted, gather in overwhelming numbers, and crave power, which they abuse.",,"Basic Rules v1: 30, Monster Manual: 166, SRD 5.1: 315"
Gold Dragon Wyrmling,"mountain, ruins",,Dragon Metallic Gold 4Wyrmling,,,"Monster Manual: 115, SRD 5.1: 300"
Gorgon,"mountain, ruins",,Gorgon,,,"Monster Manual: 171, SRD 5.1: 317"
Gray Ooze,dungeon,,Ooze Gray,,,"HotDQ supplement: 11, Monster Manual: 243, SRD 5.1: 338"
Gray Thirster,,,Gray Thirster,,,Tome of Beasts: 238
Greater Death Butterfly Swarm,,,Greater Death Butterfly Swarm,,,Tome of Beasts: 71
Green Dragon Wyrmling,forest,,Dragon Chromatic Green 4Wyrmling,,,"Monster Manual: 95, SRD 5.1: 286"
Green Hag,"forest, swamp",,Hag Green,,,"Monster Manual: 177, SRD 5.1: 319"
Grick,"cave, dungeon, underground",,Grick,"The wormlike **grick** blends in with the stonework of its lair. Only when prey comes near does it rear up, its four tentacles unfurling to reveal a hungry, snapping beak.",,"Basic Rules v1: 30, Monster Manual: 173, SRD 5.1: 318"
Griffon,"arctic, coast, grassland, mountain",,Griffon,,,"Basic Rules v1: 31, HotDQ supplement: 11, Monster Manual: 174, SRD 5.1: 318"
Grim Jester,,,Grim Jester,,,Tome of Beasts: 240
Grimlock,"cave, dungeon, underground",,Grimlock,,,"Monster Manual: 175, SRD 5.1: 318"
Guard,urban,,Guard,"**Guards** include members of a city watch, sentries in a citadel or fortified town, and the bodyguards of merchants and nobles.",,"Basic Rules v1: 54, HotDQ supplement: 11, Monster Manual: 347, SRD 5.1: 399"
Guardian Naga,"cave, coast, forest, ruins",,Naga Guardian,,,"Monster Manual: 234, SRD 5.1: 335"
Gug,,,Gug,,,Tome of Beasts: 241
Gynosphinx,"dungeon, ruins",,Sphinx Gyno,,,"Monster Manual: 282, SRD 5.1: 348"
Gypsosphinx,,,Sphinx Gypso,,,Tome of Beasts: 359
Half-Red Dragon Veteran,"arctic, coast, desert, grassland, mountain, urban",,Half-Red Dragon Veteran,,,"Monster Manual: 180, SRD 5.1: 321"
Harpy,"coast, forest, mountain",,Harpy,,,"Basic Rules v1: 31, Monster Manual: 181, SRD 5.1: 321"
Haugbui,,,Haugbui,,,Tome of Beasts: 247
Hawk,"grassland, mountain",,Hawk,,,"Basic Rules v1: 31, Monster Manual: 330, Player's Handbook: 306, SRD 5.1: 382"
Hell Hound,"dungeon, planar, urban",,Hell Hound,,,"Basic Rules v1: 32, Monster Manual: 182, SRD 5.1: 321"
Herald of Blood,,,Herald of Blood,,,Tome of Beasts: 248
Herald of Darkness,,,Herald of Darkness,,,Tome of Beasts: 249
Hezrou,"dungeon, planar",,Demon Hezrou,,,"Monster Manual: 60, Princes of the Apocalypse Online Supplement v1.0: 19, SRD 5.1: 271"
Hill Giant,"arctic, coast, grassland",,Giant Hill,,,"Basic Rules v1: 32, Monster Manual: 155, SRD 5.1: 313"
Hippogriff,mountain,,Hippogriff,,,"Basic Rules v1: 32, Monster Manual: 184, SRD 5.1: 322"
Hoard Golem,,,Golem Hoard,,,Tome of Beasts: 234
Homunculus,"dungeon, urban",,Homunculus,,,"Monster Manual: 188, SRD 5.1: 322"
Horakh,,,Horakh,,,Tome of Beasts: 250
Horned Devil,"dungeon, planar",,Devil Horned,,,"Monster Manual: 74, SRD 5.1: 276"
Hound of the Night,,,Hound of the Night,,,Tome of Beasts: 251
Hraesvelgr the Corpse Swallower,,unique,Giant Hraesvelgr,,,Tome of Beasts: 224
Hulking Whelp,,,Hulking Whelp,,,Tome of Beasts: 252
Hundun,,,Hundun,,,Tome of Beasts: 253
Hunter Shark,aquatic,,Shark Hunter,"Smaller than a giant shark, but larger and fiercer than a reef shark a **hunter shark** haunts deep waters. It usually hunts alone, but multiple hunter sharks might feed in the same area. A fully grown hunter shark is 15 to 20 feet long.",,"Basic Rules v1: 33, Monster Manual: 330, SRD 5.1: 382"
Hydra,"aquatic, cave, coast, dungeon, forest, mountain, ruins, swamp, underground",,Hydra,,,"Basic Rules v1: 33, Monster Manual: 190, SRD 5.1: 323"
Hyena,"forest, grassland",,Hyena,,,"Basic Rules v1: 33, Monster Manual: 331, SRD 5.1: 382"
Ia'Affrat,,unique,Devil 1Arch Ia'affrat,,,Tome of Beasts: 98
Ice Devil,"dungeon, planar",,Devil Ice,,,"Monster Manual: 75, SRD 5.1: 277"
Ice Maiden,,,Ice Maiden,,,Tome of Beasts: 254
Ice Mephit,"arctic, dungeon, planar, urban",,Mephit Ice,,,"Monster Manual: 215, Princes of the Apocalypse Online Supplement v1.0: 20, SRD 5.1: 331"
Idolic Deity,,,Idolic Deity,,,Tome of Beasts: 255
Imp,"dungeon, planar",,Devil Imp,,,"Monster Manual: 76, Player's Handbook: 306, SRD 5.1: 277"
Imperial Ghoul,,,Ghoul Imperial,,,Tome of Beasts: 220
Imy-ut Ushabti,,,Imy-ut Ushabti,,,Tome of Beasts: 256
Ink Devil,,,Devil Ink,,,Tome of Beasts: 107
Insect Swarm,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Insect Swarm,,,"Basic Rules v1: 45, HotDQ supplement: 18, Monster Manual: 338, SRD 5.1: 389"
Invisible Stalker,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban",,Invisible Stalker,,,"Monster Manual: 192, Princes of the Apocalypse Online Supplement v1.0: 21, SRD 5.1: 323"
Iron Ghoul,,,Ghoul Iron,,,Tome of Beasts: 221
Iron Golem,"dungeon, ruins, urban",,Golem Iron,,,"Monster Manual: 170, SRD 5.1: 317"
Isonade,,,Isonade,,,Tome of Beasts: 257
J'ba Fofi Spider,,,Spider J'ba Fofi,,,Tome of Beasts: 362
Jackal,"desert, grassland",,Jackal,,,"Basic Rules v1: 33, Monster Manual: 331, SRD 5.1: 382"
Jaculus,,,Jaculus,,,Tome of Beasts: 258
Jotun Giant,,,Giant Jotun,,,Tome of Beasts: 226
Kalke,,,Kalke,,,Tome of Beasts: 259
Kikimora,,,Kikimora,,,Tome of Beasts: 260
Killer Whale,aquatic,,Whale Killer,,,"Basic Rules v1: 34, Monster Manual: 331, SRD 5.1: 383"
Kishi,,,Demon Kishi,,,Tome of Beasts: 77
Knight,urban,,Knight,"**Knights** are warriors who pledge service to rulers, religious orders, and noble causes. A knight's alignment determines the extent to which a pledge is honored. Whether undertaking a quest or patrolling a realm, a knight often travels with an entourage that includes squires and hirelings who are commoners.",,"Basic Rules v1: 54, HotDQ supplement: 12, Monster Manual: 347, SRD 5.1: 400"
Kobold,"cave, dungeon, mountain, underground",,Kobold,,,"Basic Rules v1: 34, HotDQ supplement: 13, Monster Manual: 195, SRD 5.1: 324"
Kobold Alchemist,,,Kobold Alchemist,,,Tome of Beasts: 261
Kobold Chieftain,,,Kobold Chieftain,,,Tome of Beasts: 263
Kobold Trapsmith,,,Kobold Trapsmith,,,Tome of Beasts: 264
Kongamato,,,Kongamato,,,Tome of Beasts: 265
Koralk (Harvester Devil),,,Devil Koralk,,,Tome of Beasts: 108
Koschei,,unique,Koschei,,,Tome of Beasts: 266
Kot Bayun,,,Kot Bayun,,,Tome of Beasts: 268
Krake Spawn,,,Krake Spawn,,,Tome of Beasts: 269
Kraken,"aquatic, coast",,Kraken,,,"Monster Manual: 197, SRD 5.1: 324"
Lake Troll,,,Troll Lake,,,Tome of Beasts: 389
Lamia,"desert, ruins",,Lamia,,,"Monster Manual: 201, SRD 5.1: 325"
Lantern Dragonette,,,Lantern Dragonette,,,Tome of Beasts: 270
Lemure,"dungeon, planar",,Devil Lemure,,,"Monster Manual: 76, SRD 5.1: 278"
Lemurfolk,,,Lemurfolk,,,Tome of Beasts: 271
Lemurfolk Greyfur,,,Lemurfolk Greyfur,,,Tome of Beasts: 271
Leshy,,,Leshy,,,Tome of Beasts: 272
Library Automaton,,,Library Automaton,,,Tome of Beasts: 273
Lich,"dungeon, ruins, urban",,Lich,,,"Monster Manual: 202, Princes of the Apocalypse Online Supplement v1.0: 23, SRD 5.1: 325"
Lich Hound,,,Lich Hound,,,Tome of Beasts: 274
Likho,,,Likho,,,Tome of Beasts: 275
Lindwurm,,,Lindwurm,,,Tome of Beasts: 276
Lion,grassland,,Lion,,,"Basic Rules v1: 34, Monster Manual: 331, Player's Handbook: 307, SRD 5.1: 383"
Liosalfar,,,Liosalfar,,,Tome of Beasts: 277
Living Wick,,,Living Wick,,,Tome of Beasts: 278
Lizard,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground",,Lizard,,,"Basic Rules v1: 34, Monster Manual: 332, SRD 5.1: 383"
Lizardfolk,"coast, dungeon, forest, grassland, swamp",,Lizardfolk,,,"Basic Rules v1: 35, HotDQ supplement: 13, Monster Manual: 204, SRD 5.1: 326"
Lord of the Hunt,,unique,Fey 1Lord Lord of the Hunt,,,Tome of Beasts: 188
Lorelei,,,Lorelei,,,Tome of Beasts: 279
Loxoda,,,Loxoda,,,Tome of Beasts: 280
"Ludomir, the Moonlit King",,unique,Fey 1Lord Moonlit King,,,Tome of Beasts: 190
Lunar Devil,,,Devil Lunar,,,Tome of Beasts: 110
Mage,urban,,Mage,"**Mages** spend their lives in the study and practice of magic. Good aligned mages offer counsel to nobles and others in power, while evil mages dwell in isolated sites to perform unspeakable experiments without interference.",,"Basic Rules v1: 55, HotDQ supplement: 13, Monster Manual: 347, SRD 5.1: 400"
Magma Mephit,"cave, dungeon, mountain, planar, urban",,Mephit Magma,,,"Monster Manual: 216, Princes of the Apocalypse Online Supplement v1.0: 25, SRD 5.1: 331"
Magmin,"dungeon, planar, ruins, urban",,Magmin,,,"Monster Manual: 212, Princes of the Apocalypse Online Supplement v1.0: 25, SRD 5.1: 329"
Mahoru,,,Mahoru,,,Tome of Beasts: 281
Malakbel,,,Demon Malakbel,,,Tome of Beasts: 78
Mallqui,,,Mallqui,,,Tome of Beasts: 282
Malphas (Storm Crow),,,Malphas (Storm Crow),,,Tome of Beasts: 283
Mammon,,unique,Devil 1Arch Mammon,,,Tome of Beasts: 99
Mammoth,arctic,,Mammoth,"A **mammoth** is an elephantine creature with thick fur and long tusks. Stockier and fiercer than normal elephants, mammoths inhabit a wide range of climes, from subarctic to subtropical.",,"Basic Rules v1: 35, Monster Manual: 332, SRD 5.1: 384"
Mamura,,,Mamura,,,Tome of Beasts: 284
Manabane Scarab Swarm,,,Manabane Scarab Swarm,,,Tome of Beasts: 374
Manticore,"arctic, cave, coast, grassland, mountain, ruins",,Manticore,,,"Basic Rules v1: 35, Monster Manual: 213, SRD 5.1: 329"
Map Mimic,,,Mimic Map,,,Tome of Beasts: 289
Marilith,"dungeon, planar",,Demon Marlith,,,"Monster Manual: 61, SRD 5.1: 272"
Mask Wight,,,Mask Wight,,,Tome of Beasts: 285
Mastiff,urban,,Mastiff,"**Mastiffs** are impressive hounds prized by humanoids for thier loyalty and keen senses. Mastiffs can be trained as guard dogs, huntng dogs, and war dogs. Halflings and other Small humanoids ride them as mounts.",,"Basic Rules v1: 35, Monster Manual: 332, Player's Handbook: 307, SRD 5.1: 384"
Mavka,,,Mavka,,,Tome of Beasts: 286
Mbielu,,,Dinosaur Mbielu,,,Tome of Beasts: 114
"Mechuiti, Demon Lord of Apes",,unique,Demon 1Lord Mechuiti,,,Tome of Beasts: 88
Medusa,"cave, dungeon, mountain, ruins, urban",,Medusa,,,"Basic Rules v1: 36, Monster Manual: 214, SRD 5.1: 330"
Merfolk,aquatic,,Merfolk,,,"Basic Rules v1: 35, Monster Manual: 218, SRD 5.1: 332"
Merrow,aquatic,,Merrow,,,"Monster Manual: 219, Princes of the Apocalypse Online Supplement v1.0: 25, SRD 5.1: 332"
"Mesikammen, the Bear King",,unique,Fey 1Lord Bear King,,,Tome of Beasts: 186
Mi-Go,,,Mi-Go,,,Tome of Beasts: 287
Millitaur,,,Millitaur,,,Tome of Beasts: 288
Mimic,dungeon,,Mimic,,,"Monster Manual: 220, SRD 5.1: 332"
Mindrot Thrall,,,Mindrot Thrall,,,Tome of Beasts: 290
Minotaur,"cave, dungeon, ruins, underground",,Minotaur,,,"Basic Rules v1: 35, Monster Manual: 223, SRD 5.1: 333"
Minotaur Skeleton,"dungeon, underground, urban",,Skeleton Minotaur,,,"Monster Manual: 273, SRD 5.1: 346"
Mirager,,,Mirager,,,Tome of Beasts: 291
Miremal,,,Miremal,,,Tome of Beasts: 292
Mirror Hag,,,Hag Mirror,,,Tome of Beasts: 243
Mngwa,,,Mngwa,,,Tome of Beasts: 293
Monolith Champion,,,Monolith Champion,,,Tome of Beasts: 294
Monolith Footman,,,Monolith Footman,,,Tome of Beasts: 295
Mordant Snare,,,Mordant Snare,,,Tome of Beasts: 296
Morphoi,,,Morphoi,,,Tome of Beasts: 297
"Morrinn, the Snow Queen",,unique,Fey 1Lord Snow Queen,,,Tome of Beasts: 198
Moss Lurker,,,Moss Lurker,,,Tome of Beasts: 298
Mule,urban,,Mule,,,"Basic Rules v1: 37, Monster Manual: 333, Player's Handbook: 307, SRD 5.1: 384"
Mummy,"desert, dungeon",,Mummy,,,"Basic Rules v1: 37, Monster Manual: 228, SRD 5.1: 333"
Mummy Lord,"desert, dungeon",,Mummy Lord,,,"Monster Manual: 229, SRD 5.1: 334"
Myling,,,Myling,,,Tome of Beasts: 301
Naina,,,Naina,,,Tome of Beasts: 302
Nalfeshnee,"dungeon, planar",,Demon Nalfeshnee,,,"Monster Manual: 62, SRD 5.1: 272"
Ngobou,,,Dinosaur Ngobou,,,Tome of Beasts: 115
Nichny,,,Nichny,,,Tome of Beasts: 303
"Nicnevin, Queen of Witches",,unique,Fey 1Lord Queen of Witches,,,Tome of Beasts: 194
Night Hag,"planar, underground",,Hag Night,,,"Monster Manual: 178, SRD 5.1: 319"
Night Scorpion,,,Scorpion Night,,,Tome of Beasts: 340
Nightgarm,,,Nightgarm,,,Tome of Beasts: 305
Nightmare,"planar, swamp",,Nightmare,,,"Monster Manual: 235, SRD 5.1: 336"
Nihileth,,,Aboleth Nihileth,,,Tome of Beasts: 8
Nihilethic Zombie,,,Aboleth Nihileth Zombie,,,Tome of Beasts: 9
Nkosi,,,Nkosi,,,Tome of Beasts: 306
Nkosi Pridelord,,,Nkosi Pridelord,,,Tome of Beasts: 306
Noble,urban,,Noble,"**Nobles** wield great authority and influence as members of hte upper class, possessing wealth and connections that can make them as powerful as monarchs and generals. A noble often travels in the company of guards, as well as servants who are commoners.<br />The noble's statistics can also be used to represent **courtiers** who aren't of noble birth.",,"HotDQ supplement: 13, Monster Manual: 348, Princes of the Apocalypse Online Supplement v1.0: 26, SRD 5.1: 401"
Noctiny,,,Noctiny,,,Tome of Beasts: 308
Ochre Jelly,dungeon,,Jelly Ochre,"**Ochre jellies** stalk and consume organic creatures, and they have enought bestial cunning to avoid large groups.",,"Basic Rules v1: 38, Monster Manual: 243, SRD 5.1: 338"
Octopus,aquatic,,Octopus,,,"Basic Rules v1: 38, Monster Manual: 333, SRD 5.1: 483"
Oculo Swarm,,,Oculo Swarm,,,Tome of Beasts: 309
Ogre,"dungeon, forest, mountain, swamp",,Ogre,"**Ogres** are lazy, angry, ten-foot-tall giants that live by raiding and scavenging.",,"Basic Rules v1: 38, HotDQ supplement: 14, Monster Manual: 237, SRD 5.1: 336"
Ogre Zombie,"dungeon, forest, mountain, swamp",,Zombie Ogre,,,"Monster Manual: 316, SRD 5.1: 357"
Oni,"dungeon, grassland, ruins, urban",,Oni,,,"Monster Manual: 239, Princes of the Apocalypse Online Supplement v1.0: 27, SRD 5.1: 336"
Oozasis,,,Oozasis,,,Tome of Beasts: 310
Orc,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",,Orc,"**Orcs** are renowned for their barbarism. They have stooped postures, low foreheads, and piglike faces with prominent lower canines that resemble a boar's tusks.",,"Basic Rules v1: 39, HotDQ supplement: 14, Monster Manual: 246, SRD 5.1: 339"
Orobas Devil,,,Devil Orobas,,,Tome of Beasts: 111
Ostinato,,,Ostinato,,,Tome of Beasts: 312
Otyugh,"cave, dungeon, ruins, swamp, underground",,Otyugh,,,"HotDQ supplement: 14, Monster Manual: 248, SRD 5.1: 339"
Owl,"forest, urban",,Owl,,,"Basic Rules v1: 39, Monster Manual: 333, Player's Handbook: 308, SRD 5.1: 385"
Owl Harpy,,,Owl Harpy,,,Tome of Beasts: 246
Owlbear,"forest, mountain",,Owlbear,"The **owlbear**'s reputation for ferocity, stubbornness, and sheer ill temper makes it one of the most feared predators of the wild. There is little, if anything, that a hungry owlbear fears.",,"Basic Rules v1: 39, Monster Manual: 249, SRD 5.1: 339"
Panther,forest,,Panther,,,"Basic Rules v1: 39, Monster Manual: 333, Player's Handbook: 308, SRD 5.1: 385"
Paper Drake,,,Drake Paper,,,Tome of Beasts: 154
Pegasus,mountain,,Pegasus,,,"Basic Rules v1: 40, Monster Manual: 250, SRD 5.1: 340"
Phase Spider,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",,Spider Phase,A **phase spider** possesses the magical ability to phase in and out of the Ethereal Plane. It seems to appear out of nowhere and quickly vanishes after attacking. Its movement on the Ethereal Plane before coming back to the Material Plane makes it seem like it can teleport.,,"Basic Rules v1: 40, Monster Manual: 334, SRD 5.1: 385"
Pit Fiend,"dungeon, planar",,Devil Pit Fiend,,,"Monster Manual: 77, SRD 5.1: 278"
Planetar,planar,,Angel Planetar,,,"Monster Manual: 17, SRD 5.1: 262"
Plesiosaurus,aquatic,,Dinosaur Plesiosaurus,,,"Basic Rules v1: 40, Monster Manual: 80, SRD 5.1: 279"
Poisonous Snake,"desert, forest, grassland, swamp",,Snake Poisonous,,,"Basic Rules v1: 40, Monster Manual: 334, Player's Handbook: 308, SRD 5.1: 386"
Poisonous Snake Swarm,"desert, dungeon, forest, grassland, swamp",,Poisonous Snake Swarm,,,"Basic Rules v1: 46, Monster Manual: 338, SRD 5.1: 390"
Polar Bear,"arctic, cave",,Bear Polar,,,"Basic Rules v1: 41, Monster Manual: 334, SRD 5.1: 386"
Pombero,,,Pombero,,,Tome of Beasts: 313
Pony,grassland,,Pony,,,"Basic Rules v1: 41, Monster Manual: 335, SRD 5.1: 386"
Possessed Pillar,,,Possessed Pillar,,,Tome of Beasts: 314
Priest,urban,,Priest,"**Priests** bring the teachings of their gods to the common folk. They are spiritual leaders of temples and shrines and often hold positions of influence on their communities. Evil priests might work openly under a tyrant, or they might be the leaders of religious sects hidden in the shadows of good society, overseeing depraved rites. <br />A priest typically has one or more acolytes to help with religious ceremonies and other sacred duties.",,"Basic Rules v1: 55, HotDQ supplement: 15, Monster Manual: 348, SRD 5.1: 401"
Prismatic Beetle Swarm,,,Prismatic Beetle Swarm,,,Tome of Beasts: 375
Pseudodragon,urban,,Pseudodragon,,,"Monster Manual: 254, Player's Handbook: 308, SRD 5.1: 340"
Psoglav,,,Demon Psoglav,,,Tome of Beasts: 79
Purple Worm,underground,,Purple Worm,,,"Monster Manual: 255, Princes of the Apocalypse Online Supplement v1.0: 29, SRD 5.1: 340"
Putrid Haunt,,,Putrid Haunt,,,Tome of Beasts: 315
"Qorgeth, Demon Lord of the Devouring Worm",,unique,Demon 1Lord Qorgeth,,,Tome of Beasts: 90
Quasit,"dungeon, planar",,Demon Quasit,,,"Monster Manual: 63, Player's Handbook: 309, SRD 5.1: 273"
Quipper,aquatic,,Quipper,"A **quipper** is a carnivorous fish with sharp teeth. Quippers can adapt to any aquatic environment, including cold subterranean lakes. They frequently gather in swarms.",,"Basic Rules v1: 41, Monster Manual: 335, SRD 5.1: 387"
